score,at,content,label,processing_result
4,7/22/2022 3:23,Aplikasi nya bagus dan recomend banget......,2,"['aplikasi', 'nya', 'bagus', 'recomend', 'banget']"
5,3/31/2022 0:31,Belajar menjadi lebih mudah,2,"['ajar', 'mudah']"
3,5/29/2020 15:12,"Aplikasi nya bagus,tapi ada sebagian tutor nya itu waktu ngejelasin gk jelas banget,jadi tolong lebih selektif untuk memilih pengajar yg baik. Ex: ngomong nya gk jelas,trus gk bisa nyampaikan materi dgn baik,jadi kan mengganggu mood pelajar wktu belajar,",1,"['aplikasi', 'nya', 'bagus', 'ada', 'tutor', 'nya', 'ngejelasin', 'gk', 'banget', 'tolong', 'selektif', 'pilih', 'ajar', 'yg', 'ex', 'ngomong', 'nya', 'gk', 'trus', 'gk', 'nyampaikan', 'materi', 'dgn', 'ganggu', 'mood', 'ajar', 'wktu', 'ajar']"
2,3/24/2022 5:20,"aplikasinya si bagus banget, tapi semenjak pake zenius jadi banyak spam telfon, ganggu banget :(",1,"['aplikasi', 'si', 'bagus', 'banget', 'semenjak', 'pake', 'zenius', 'spam', 'telfon', 'ganggu', 'banget']"
2,11/7/2022 13:16,"gue emg blm langganan, gue juga udh download ni apk suatu saat pas gw lg nyari jwbn digoogle di zenius ada, pas pgn tau jwbnnya slalu muncul tulisan ""daftar/masuk"" kan malesin bngt, jd terhambat pdhl soal sama tp kendalanya ya itu. Padal udh download apknya!!",0,"['gue', 'emg', 'blm', 'langgan', 'gue', 'udh', 'download', 'ni', 'apk', 'pas', 'gw', 'lg', 'nyari', 'jwbn', 'digoogle', 'zenius', 'ada', 'pas', 'pgn', 'tau', 'jwbnnya', 'slalu', 'muncul', 'tulis', 'daftar', 'masuk', 'malesin', 'bngt', 'jd', 'hambat', 'pdhl', 'soal', 'tp', 'kendala', 'ya', 'padal', 'udh', 'download', 'apknya']"
5,7/11/2022 10:52,Bimble online terbaik sejauh ini karna gx ngemis ngemis di iklan tv,2,"['bimble', 'online', 'baik', 'karna', 'gx', 'ngemis', 'ngemis', 'iklan', 'tv']"
5,8/29/2022 14:36,"sangat membantu,, trimakasih Zenius, terus tingkatkan dan perbanyak lagi video pembelajarannya",2,"['bantu', 'trimakasih', 'zenius', 'tingkat', 'banyak', 'video', 'ajar']"
4,2/23/2022 5:20,"Aplikasi ini membantu banget, aku udah pake dari SMP. Tapi waktu aku pindah kelas, kenapa tidak ada untuk jurusan SMK? aku jadi bingung harus pilih IPS atau IPA. ðŸ˜„",1,"['aplikasi', 'bantu', 'banget', 'udah', 'pake', 'smp', 'pindah', 'kelas', 'tidak', 'ada', 'jurus', 'smk', 'bingung', 'pilih', 'ips', 'ipa']"
5,11/26/2022 3:03,"bagus banget, sangat membantu dalam pelajaran yang sulit, klw bisa d tambah kn video2 kesimpulan ato ringkasan, overall bagus banget",2,"['bagus', 'banget', 'bantu', 'ajar', 'sulit', 'klw', 'd', 'kn', 'video', 'simpul', 'ato', 'ringkas', 'overall', 'bagus', 'banget']"
5,2/28/2022 13:15,Bagus sekali dan hebat,2,"['bagus', 'hebat']"
5,12/6/2022 12:08,Terlalu byk iklan,0,"['byk', 'iklan']"
3,5/24/2022 15:58,"Aku udah pake aps ini hampir 6 bulan secara intens, untuk video pembelajaran nya udah bagus gampang untuk dimengerti namun beberapa video pembahasan terlalu bertele-tele bahkan kadang oot (banyak di latsol utbk bahasa Inggris). Mungkin juga ditambahkan trik trik yg dapat mempermudah untuk mengerjakan latsol",1,"['udah', 'pake', 'aps', 'intens', 'video', 'ajar', 'nya', 'udah', 'bagus', 'gampang', 'erti', 'video', 'bahas', 'tele', 'tele', 'kadang', 'oot', 'latsol', 'utbk', 'bahasa', 'inggris', 'trik', 'trik', 'yg', 'mudah', 'latsol']"
5,7/26/2022 14:42,"Awalnya gak paham kimia samsek,habis itu langsung paham berkat app ini,saya langganan 1 tahun aktiva. Worth it banget buat ngerjain soal wangsit yang super duper sulitz",2,"['gak', 'paham', 'kimia', 'samsek', 'habis', 'langsung', 'paham', 'berkat', 'app', 'langgan', 'aktiva', 'worth', 'it', 'banget', 'ngerjain', 'soal', 'wangsit', 'super', 'duper', 'sulitz']"
5,7/6/2022 5:28,Aplikasi ini sangat membantu dalam belajar,2,"['aplikasi', 'bantu', 'ajar']"
4,1/30/2022 10:17,"Halo,zenius. Apk ini work yaðŸ‘ Yaa meskipun aku ga prem sihðŸ˜… okeh itu aja><",2,"['halo', 'zenius', 'apk', 'work', 'ya', 'yaa', 'ga', 'prem', 'sih', 'okeh', 'aja']"
3,5/11/2020 7:19,"Saya puas dengan aplikasi ini. Soalnya dan pembahasannya bagus. Akan tetapi, saya bermasalah ketika mengerjakan soal. Jawaban saya terkadang hilang, tidak disimpan, padahal saya sudah menjawabnya. Saya harap masalah ini bisa segera diatasi. Terima kasih banyak, Zenius. Maaf jika ada kata-kata kurang yang berkenan.",1,"['puas', 'aplikasi', 'bahas', 'bagus', 'masalah', 'soal', 'jawab', 'terkadang', 'hilang', 'tidak', 'simpan', 'jawab', 'harap', 'atas', 'terima', 'kasih', 'zenius', 'maaf', 'ada', 'kurang', 'kenan']"
5,3/7/2022 7:56,saya merasa terbantu belajar terimakasih zenius sukses selalu semoga aplikasi nya lebih baik lagi,2,"['bantu', 'ajar', 'terimakasih', 'zenius', 'sukses', 'moga', 'aplikasi', 'nya']"
5,7/7/2022 8:46,Insyaallah aplikasi ini bermanfaat banget buat kalian yang ingin mempelajari ilmu lebih dalam buruan di download ya apk nya...ðŸ˜,2,"['insyaallah', 'aplikasi', 'manfaat', 'banget', 'ajar', 'ilmu', 'buru', 'download', 'ya', 'apk', 'nya']"
5,5/14/2022 4:53,"Materinya lengkap banget mudah dipahami, tutorial materi nya oun menghibur ga bosenin apalagi fitur zencoin bikin ngga mahal dan irit dompet makasi zenius",2,"['materi', 'lengkap', 'banget', 'mudah', 'paham', 'tutorial', 'materi', 'nya', 'oun', 'hibur', 'ga', 'bosenin', 'fitur', 'zencoin', 'bikin', 'ngga', 'mahal', 'irit', 'dompet', 'makas', 'zenius']"
5,2/23/2022 8:08,terbaikðŸ‘,2,['baik']
3,10/27/2020 11:30,Sbnrny apk zenius ini bgs tp saat mau mengerjakan soal dan mau liat pembahasannya knp hrus premium kk kita yg pnya duit pas pasan jd gbisa liat pembahasannya tlong y kk pembahasannya jgn di premium?? dan knp kls 9 tdk ada fisika dimohon bgt y kk kls 9 adakan mapel fisika?? segitu aj kk saranku smoga di rubah y kk????,1,"['sbnrny', 'apk', 'zenius', 'bgs', 'tp', 'soal', 'liat', 'bahas', 'knp', 'hrus', 'premium', 'kk', 'yg', 'pnya', 'duit', 'pas', 'pas', 'jd', 'gbisa', 'liat', 'bahas', 'tlong', 'y', 'kk', 'bahas', 'jgn', 'premium', 'knp', 'kls', 'tdk', 'ada', 'fisika', 'mohon', 'bgt', 'y', 'kk', 'kls', 'adakan', 'mapel', 'fisika', 'segitu', 'aj', 'kk', 'saran', 'smoga', 'rubah', 'y', 'kk']"
5,4/13/2022 13:46,Sukaaa bgtttðŸ“ðŸŽðŸ‰ðŸ‡,2,"['sukaaa', 'bgttt']"
3,9/9/2022 1:06,Saya kasih bintang 5 kalo udah ada pilihan untuk smk kejuruan,1,"['kasih', 'bintang', 'kalo', 'udah', 'ada', 'pilih', 'smk', 'juru']"
1,9/20/2022 12:12,"Mohon maaf ini aplikasi banyak amat nomor WA orang lewat pihak zenius sangat mengganggu sekali,, tolong perbaiki lgiðŸ˜¡",0,"['mohon', 'maaf', 'aplikasi', 'nomor', 'wa', 'orang', 'zenius', 'ganggu', 'tolong', 'baik', 'lgi']"
5,11/26/2022 12:43,"TERIMAKASIH ZENIUS, SAYA MENJADI SANGAT TERBANTU DENGAN ADANYA APLIKASI ZENIUS INI! ZENIUS BIKIN CERDAS BENERAN!",2,"['terimakasih', 'zenius', 'bantu', 'aplikasi', 'zenius', 'zenius', 'bikin', 'cerdas', 'beneran']"
1,5/18/2022 8:19,"Saya bukan pengguna zenius lagi, jadi mohon untuk tidak menghubungi nomor saya",0,"['guna', 'zenius', 'mohon', 'tidak', 'hubung', 'nomor']"
3,10/2/2020 14:28,"Zenius adalah aplikasi alternatif belajar saya jika tidak paham pembelajaran daring sekolah, tetapi ada beberapa video materi yang dikunci, tolonglah zenius materinya jangan dikunci karena saya belum upgrade ke premium :(",1,"['zenius', 'aplikasi', 'alternatif', 'ajar', 'tidak', 'paham', 'ajar', 'daring', 'sekolah', 'ada', 'video', 'materi', 'kunci', 'tolong', 'zenius', 'materi', 'kunci', 'belum', 'upgrade', 'premium']"
5,7/25/2022 13:29,LOVE SAMA ZENIUSSS,2,"['love', 'zeniusss']"
5,3/12/2022 2:55,"Sumpah bagus bgt, gaa boong dahh sangat membantu",2,"['sumpah', 'bagus', 'bgt', 'gaa', 'boong', 'dahh', 'bantu']"
3,3/21/2020 6:57,"Aplikasi cukup bagus, cuma materi belum lengkap terutama untuk SMK. Mohon diupdate dg menambahkan materi pembelajaran Jenjang SMK. Terimakasih.",1,"['aplikasi', 'bagus', 'materi', 'belum', 'lengkap', 'smk', 'mohon', 'diupdate', 'dg', 'materi', 'ajar', 'jenjang', 'smk', 'terimakasih']"
2,10/23/2022 7:00,"Saya sendiri suka dengan fitur dan pengajar di zenius. Tapi yg perlu diperbaiki adalah privasi nomor hp. Dulu ruang g jga gitu tpi udah diperbaiki. Sekarang zenius lagi, sekarang nyesel banget pernah login dgn no hp. Sampai sekarang wa gua penuh dengan spam, nggak mainÂ² sampai ditelfon dan sms. Padahal klu masalah daftar, gua bisa sendiri kali. Maksa cepetÂ² dgn alasan harga akan berubah pdhl klu dri web sama aja kok, itumah alasan supaya klu daftar paketnya bisa diisi kode dari mereka.",0,"['suka', 'fitur', 'ajar', 'zenius', 'yg', 'baik', 'privasi', 'nomor', 'hp', 'ruang', 'g', 'jga', 'gitu', 'tpi', 'udah', 'baik', 'zenius', 'nyesel', 'banget', 'login', 'dgn', 'no', 'hp', 'wa', 'gua', 'penuh', 'spam', 'nggak', 'main', 'ditelfon', 'sms', 'klu', 'daftar', 'gua', 'kali', 'maksa', 'cepet', 'dgn', 'alas', 'harga', 'ubah', 'pdhl', 'klu', 'dri', 'web', 'aja', 'itumah', 'alas', 'klu', 'daftar', 'paket', 'isi', 'kode']"
5,2/19/2022 4:04,"Bagus,saya masuk ui",2,"['bagus', 'masuk', 'ui']"
5,6/28/2022 5:10,Seru dan candu sekali belajar di ZenCore. Banyak hal baru yang saya pelajari semenjak pakai aplikasi Zenius. Maju teruus ZeniussðŸ‘,2,"['seru', 'candu', 'ajar', 'zencore', 'ajar', 'semenjak', 'pakai', 'aplikasi', 'zenius', 'maju', 'teruus', 'zeniuss']"
3,11/24/2020 6:45,Bagus cuma kalo mau ada fitur lebih harus berlangganan :( tidak full gratis,1,"['bagus', 'kalo', 'ada', 'fitur', 'langgan', 'tidak', 'full', 'gratis']"
5,11/11/2022 8:24,KEREEN!!!!!ðŸ‘ŒðŸ‘ŒðŸ˜. Belajarnya kayak di sekolah gituu. Saran: Buat ZenBlog tambahin tema yang anak SD ngerti dong atau fakta menarik lainnya. Terus buat ZenCore di papan peringkat bisa di search namanya biar gampang. Dan tolong perbaiki lemotnya soalnya suka lama padahal koneksi baik-baik aja ðŸ˜Š. Tyyyâ˜®ðŸ’œðŸ’œðŸ’œðŸ’œ,1,"['kereen', 'ajar', 'kayak', 'sekolah', 'gituu', 'saran', 'zenblog', 'tambahin', 'tema', 'anak', 'sd', 'ngerti', 'fakta', 'tarik', 'zencore', 'papan', 'peringkat', 'search', 'nama', 'biar', 'gampang', 'tolong', 'baik', 'lot', 'suka', 'lama', 'koneksi', 'aja', 'tyyy']"
2,3/1/2022 2:32,Terdapat bug pada zenscore soal dan jawaban menghilang,0,"['bug', 'zenscore', 'soal', 'jawab', 'hilang']"
4,10/5/2022 6:57,Di saat pengerjaan TOBK terkadang soal yang sudah dijawab tidak ter-identifilasi terjawab melainkan kosong sehingga beberapa soal dinyatakan kosong walau sudah mengisi semua jawaban pada setiap pertanyaan. Mohon di perbaiki :>,0,"['kerja', 'tobk', 'terkadang', 'soal', 'tidak', 'ter', 'identifilasi', 'jawab', 'kosong', 'soal', 'nyata', 'kosong', 'isi', 'jawab', 'mohon', 'baik']"
5,8/23/2022 0:56,Wow ternyata Belajar di Zenius Bikin Ketagihan. Keren banget deh pokonya Zenius paling bagus :D,2,"['wow', 'ajar', 'zenius', 'bikin', 'tagih', 'keren', 'banget', 'deh', 'poko', 'zenius', 'bagus', 'd']"
4,4/25/2022 12:55,"Zen, ayo dong loadingnya jangan lama-lama, jadi gak mood belajar tauðŸ˜”",0,"['zen', 'ayo', 'loadingnya', 'lama', 'lama', 'gak', 'mood', 'ajar', 'tau']"
5,8/20/2022 8:43,Soal soal yg gak aku faham bisa trjawab semua koâ¤ï¸ðŸ˜,2,"['soal', 'soal', 'yg', 'gak', 'faham', 'trjawab', 'ko']"
3,5/10/2020 3:07,"So far apk nya keren sih, membantu banget tapi Soal latihannya kurang :( apalagi yang matematika masa ga ada latihan soal untuk kls 8,padahal mtk kan pentingnya latihan soal...mohon diperbaiki ya",1,"['so', 'far', 'apk', 'nya', 'keren', 'sih', 'bantu', 'banget', 'soal', 'latih', 'kurang', 'matematika', 'ga', 'ada', 'latih', 'soal', 'kls', 'mtk', 'latih', 'soal', 'mohon', 'baik', 'ya']"
3,11/28/2022 4:26,"Ada pemberitahuan untuk update karena ""aplikasi versi ini sudah tidak didukung"" tapi ketika sudah di-update malah tidak bisa dibuka.",0,"['ada', 'pemberitahuan', 'update', 'aplikasi', 'versi', 'tidak', 'dukung', 'update', 'tidak', 'buka']"
5,11/6/2022 12:39,like it banget sama app ini gampang paham materi terus banyak juga latihan soalnya pokoknya daaa besttt bangett,2,"['like', 'it', 'banget', 'app', 'gampang', 'paham', 'materi', 'latih', 'pokok', 'daaa', 'besttt', 'bangett']"
1,9/29/2022 21:45,App nya tidak baik,0,"['app', 'nya', 'tidak']"
5,8/18/2022 18:21,Mantap ok,2,"['mantap', 'ok']"
4,3/26/2022 11:49,Aplikasi nya bagus kayak riluang guru tapi ini lebih bagus tapi kenapa bayar seharusnya enggak biar makin menarik,1,"['aplikasi', 'nya', 'bagus', 'kayak', 'riluang', 'guru', 'bagus', 'bayar', 'biar', 'tarik']"
5,1/28/2022 3:47,Bagus kali apl nya,2,"['bagus', 'kali', 'apl', 'nya']"
1,2/26/2022 2:51,"Kembalikan latihan soal bahasa inggris tahun 2019 ke bawah! Sebelumnya saya latsol bahasa inggris dari bagian latsol ppu pbm, sekarang sudah tidak ada di tempat. Bahkan bahasa inggris sekarang hanya mengeluarkan soal soal dari 2019 ke atas, sayang sedikit untuk latsol bahasa inggris, terlebih latsol dahulu diajar langsung oleh kak sabda, mohon kepada pihak zenius agar mengembalikan latsol eng. Jika sudah dikembalikan saya akan kasi bintang 5.",0,"['kembali', 'latih', 'soal', 'bahasa', 'inggris', 'latsol', 'bahasa', 'inggris', 'latsol', 'ppu', 'pbm', 'tidak', 'ada', 'bahasa', 'inggris', 'keluar', 'soal', 'soal', 'sayang', 'latsol', 'bahasa', 'inggris', 'latsol', 'ajar', 'langsung', 'kak', 'sabda', 'mohon', 'zenius', 'kembali', 'latsol', 'eng', 'kembali', 'kasi', 'bintang']"
5,3/14/2022 5:30,aplikasinya bagus banget buat kamu yg mau nanyain pr atau yg lainya bisa disini,2,"['aplikasi', 'bagus', 'banget', 'yg', 'nanyain', 'pr', 'yg', 'lai']"
5,2/26/2022 0:14,"aku suka banget sama apk yang 1 ini karena bisa membantu aku menjawab soal mtk,fisika,dan kimia aku...makasih zeniusâ˜ºï¸Žï¸Ž.....",2,"['suka', 'banget', 'apk', 'bantu', 'soal', 'mtk', 'fisika', 'kimia', 'makasih', 'zenius']"
4,4/3/2022 7:52,"app nya bagus, tapi sering load lama sekarang padahal jaringan lancar membuat belajar jadi kurang fokusðŸ™ mohon untuk diperbaiki",1,"['app', 'nya', 'bagus', 'load', 'lama', 'jaring', 'lancar', 'ajar', 'kurang', 'fokus', 'mohon', 'baik']"
5,3/7/2022 5:28,Tolong aplikasi nya terkadang tidak bisa dibuka!!!,0,"['tolong', 'aplikasi', 'nya', 'terkadang', 'tidak', 'buka']"
2,2/27/2022 11:30,"Lemot banget kak , loading nya lama, padahal kalo dipake yang lain(medsos) cepet banget, suaranya juga kecil banget",0,"['lot', 'banget', 'kak', 'loading', 'nya', 'lama', 'kalo', 'dipake', 'medsos', 'cepet', 'banget', 'suara', 'banget']"
1,10/16/2022 4:37,"Udah beli yang zetbot premiun dan pas nanya ga dijawab-jawab terus dikatankan bahwaharus beli sesi dulu, gimana sih caranya biar dapat jawaban dengan cepat?",0,"['udah', 'beli', 'zetbot', 'premiun', 'pas', 'nanya', 'ga', 'jawab', 'dikatankan', 'bahwaharus', 'beli', 'sesi', 'gimana', 'sih', 'biar', 'jawab', 'cepat']"
5,2/15/2022 13:26,"Bagus bangettt, bismilah juara 1",2,"['bagus', 'bangettt', 'bismilah', 'juara']"
5,5/14/2022 3:40,Anakku jadi semangat belajar semenjak pakai aplikasi ini. Karena ada fitur ZenBot yang membantu anakku ngerjain PR dari sekolah. Tentornya juga asik dan engga bikin bosen belajar.,2,"['anak', 'semangat', 'ajar', 'semenjak', 'pakai', 'aplikasi', 'ada', 'fitur', 'zenbot', 'bantu', 'anak', 'ngerjain', 'pr', 'sekolah', 'tentornya', 'asik', 'engga', 'bikin', 'bosen', 'ajar']"
5,1/7/2023 5:26,aplikasi ini sangat efektif untuk pembelajaran saya dalam keadaan informal. dan membantu saya untuk meningkatkan nilai saya dalam pelajaran akademik,2,"['aplikasi', 'efektif', 'ajar', 'informal', 'bantu', 'tingkat', 'nilai', 'ajar', 'akademik']"
1,11/19/2022 4:37,"Tolong perbaiki akun saya, udah premium di suruh premium lagi",0,"['tolong', 'baik', 'akun', 'udah', 'premium', 'suruh', 'premium']"
5,2/2/2022 6:46,Bagus bangetttttttttttttttttttttttttttttttttttttttttttttttttttttttt apa kok liat ke bawah udah di bilang bagus,2,"['bagus', 'bangetttttttttttttttttttttttttttttttttttttttttttttttttttttttt', 'liat', 'udah', 'bilang', 'bagus']"
4,2/2/2023 22:01,Udah bagus bgt tp setiap abis upgrade appnya jd gabisa dibuka lg dan harus uninstall dlu dan otomatis vid yang udh didownload jd ilang. semoga cepet diperbaiki lg.,1,"['udah', 'bagus', 'bgt', 'tp', 'abis', 'upgrade', 'appnya', 'jd', 'gabisa', 'buka', 'lg', 'uninstall', 'dlu', 'otomatis', 'vid', 'udh', 'didownload', 'jd', 'ilang', 'moga', 'cepet', 'baik', 'lg']"
1,3/30/2022 10:37,"Tolong jangan spam telfon lagi. BODOH. Jangan bikin orang kesal. Buat yg lain, jangan pernah menggunakan aplikasi TOLOL ini",0,"['tolong', 'spam', 'telfon', 'bodoh', 'bikin', 'orang', 'kesal', 'yg', 'aplikasi', 'tolol']"
1,4/2/2022 8:12,Tidak bisa dibuka,0,"['tidak', 'buka']"
3,3/31/2020 13:52,Aku suka tampilan dan video pelajaran yg diberikan apalgi ini gratis .tp karna terlalu sering update apknya jadi agak membebankan terutama yg hpnya minin penyimpanan internal,1,"['suka', 'tampil', 'video', 'ajar', 'yg', 'apalgi', 'gratis', 'tp', 'karna', 'update', 'apknya', 'beban', 'yg', 'hpnya', 'min', 'simpan', 'internal']"
5,7/7/2022 3:06,"Mantab banget dah, udah gratis lengkap pula, makasih banget (2020) Edit 11 juni 2022 gw pake paket premium zenius aktiva dari februari sampai juli, diantara bulan2 itu gw meraskan perubahan cara berpikir gue...edit lagi tanggal 7 juli sekarang GW UDAH KETERIMA DI JURUSAN IMPIAN GW YAITU BIOLOGI, UIN MALANG. Makasih zenius.....!!!!!!",2,"['mantab', 'banget', 'dah', 'udah', 'gratis', 'lengkap', 'makasih', 'banget', 'edit', 'juni', 'gw', 'pake', 'paket', 'premium', 'zenius', 'aktiva', 'februari', 'juli', 'gw', 'ras', 'ubah', 'pikir', 'gue', 'edit', 'tanggal', 'juli', 'gw', 'udah', 'terima', 'jurus', 'impi', 'gw', 'biologi', 'uin', 'malang', 'makasih', 'zenius']"
3,7/26/2020 0:27,"Bagus sih sebenarnya, tapi semenjak update banyak materi yang hilang, kan jadi bingung mau belajar",1,"['bagus', 'sih', 'semenjak', 'update', 'materi', 'hilang', 'bingung', 'ajar']"
5,1/5/2023 10:27,Kereeen,2,['kereeen']
2,4/18/2022 7:36,"Aplikasinya sudah bagus tp knp setiap ada live tdk bisa ditonton pdhl itu paket saya dan saya jg buka yg tdk ada kuncinya yg menandakan klo itu kls saya, setiap saya buka pasti keterangannya ""tidak ada data tersedia"" tolong diperhatikan lg saya sdh bayar dan komplain berkaliÂ² tp masih tdk ad perubahan, saya bayar tp Kya ga dpt apÂ² saya cuma memakai fitur gratisnya dan tdk memakai fitur paket yg saya beli!",1,"['aplikasi', 'bagus', 'tp', 'knp', 'ada', 'live', 'tdk', 'tonton', 'pdhl', 'paket', 'jg', 'buka', 'yg', 'tdk', 'ada', 'kunci', 'yg', 'tanda', 'klo', 'kls', 'buka', 'terang', 'tidak', 'ada', 'data', 'sedia', 'tolong', 'perhati', 'lg', 'sdh', 'bayar', 'komplain', 'kali', 'tp', 'tdk', 'ad', 'ubah', 'bayar', 'tp', 'kya', 'ga', 'dpt', 'ap', 'pakai', 'fitur', 'gratis', 'tdk', 'pakai', 'fitur', 'paket', 'yg', 'beli']"
1,7/20/2022 6:57,Kok saya setelah isi nomor di aplikasi ini kok terus di telfon nomor tidak di kenal terus ya,0,"['isi', 'nomor', 'aplikasi', 'telfon', 'nomor', 'tidak', 'kenal', 'ya']"
5,12/28/2022 10:24,pembahasannya menarik dan gk ngebosenin,2,"['bahas', 'tarik', 'gk', 'ngebosenin']"
5,8/1/2022 2:23,"menangani masalah pembayaran dengan baik, dan programnha juga bagus",2,"['tangan', 'bayar', 'programnha', 'bagus']"
5,3/8/2022 9:40,Keren sih udah gampang ga pake iklan lagi dan 1 lagi tolong tambahin mode gelap,2,"['keren', 'sih', 'udah', 'gampang', 'ga', 'pake', 'iklan', 'tolong', 'tambahin', 'mode', 'gelap']"
1,5/10/2022 6:33,zenius pas versi web di komputer sering error jadi males belajar online,0,"['zenius', 'pas', 'versi', 'web', 'komputer', 'error', 'males', 'ajar', 'online']"
5,11/8/2022 10:02,Apk nya membantu dan pembahasannya lebih mudah di pahami,2,"['apk', 'nya', 'bantu', 'bahas', 'mudah', 'paham']"
1,12/14/2022 14:37,Oyyy kenapa loading nya lama setan capek gew anj nunggu nya bngst,0,"['oyyy', 'loading', 'nya', 'lama', 'setan', 'capek', 'gew', 'anj', 'nunggu', 'nya', 'bngst']"
4,10/2/2022 12:22,"Aplikasinya sih udah bagus, namun perlu di tambahin jurusannya jangan cuman IPA dan IPS tambahin dong jurusan yang ada di SMK juga seperti otomotif, busana, agrobisnis pengolahan hasil pertanian, teknik jaringan, komputer, dan telekomunikasi, dan lain-lain.",1,"['aplikasi', 'sih', 'udah', 'bagus', 'tambahin', 'jurus', 'cuman', 'ipa', 'ips', 'tambahin', 'jurus', 'ada', 'smk', 'otomotif', 'busana', 'agrobisnis', 'olah', 'hasil', 'tani', 'teknik', 'jaring', 'komputer', 'telekomunikasi']"
4,8/11/2022 8:36,"Terima kasih Zenius, saya merasa terbantu dalam belajar berkat Zenius. Mungkin sedikit ulasan dari saya, untuk flashcardnya kenapa tidak bisa dibuat layar penuh ya Kak? Saya sudah klik button layar penuh namun malah kembali ke halaman sebelumnya. Padahal kalau tidak layar penuh flashcardnya tidak bisa dibaca sampai akhir. Saya tdk tahu ini cuma kendala di ponsel saya atau bukan. Tapi semoga segera bisa diperbaiki agar flashcardnya bisa diakses. Terima kasih, Kak. ðŸ™.",1,"['terima', 'kasih', 'zenius', 'bantu', 'ajar', 'berkat', 'zenius', 'ulas', 'flashcardnya', 'tidak', 'layar', 'penuh', 'ya', 'kak', 'klik', 'button', 'layar', 'penuh', 'halaman', 'tidak', 'layar', 'penuh', 'flashcardnya', 'tidak', 'baca', 'tdk', 'kendala', 'ponsel', 'moga', 'baik', 'flashcardnya', 'akses', 'terima', 'kasih', 'kak']"
3,10/2/2020 14:28,"Zenius menurutku sudah bagus, cuma kurang di materi aja karena tidak lengkap",1,"['zenius', 'turut', 'bagus', 'kurang', 'materi', 'aja', 'tidak', 'lengkap']"
5,5/5/2022 9:37,Aplikasi ini sangat membantu kita karena ini baguss bangett kalian cocok buat aplikasi iya karena sangat sangat membantu banget aku kasih bintang lima iya terimakasih semat di cobak,2,"['aplikasi', 'bantu', 'baguss', 'bangett', 'cocok', 'aplikasi', 'iya', 'bantu', 'banget', 'kasih', 'bintang', 'iya', 'terimakasih', 'semat', 'cobak']"
5,5/13/2022 12:46,Semenjak ada aplikasi ini aku jadi makin sukaa belajar karena materinya mudah dipahami dan fun learning.,2,"['semenjak', 'ada', 'aplikasi', 'sukaa', 'ajar', 'materi', 'mudah', 'paham', 'fun', 'learning']"
5,7/9/2022 6:19,"The best bener2 ngebantu seindonesia harus pake zenius disini diajarin gimana dasar pemikirannya dulu, jadi manusia ga bengong doang nih kalau dasar berpikirnya udah bener jadi gampang nyambungin ke hal2 lain. Baru zenius doang sih yg ngajarin kaya begini, udah trial bimbel & edtech yg lain gada yg ngasih informasi sepenting ini. karena apa (?) krn yg lain ngejarnya kapitalisme tanpa sepenuhnya mencerahkan, makin orang ga ngerti makin gampang dipengaruhi buat spending money ke platform mereka.",2,"['the', 'best', 'bener', 'ngebantu', 'indonesia', 'pake', 'zenius', 'diajarin', 'gimana', 'dasar', 'pikir', 'manusia', 'ga', 'bengong', 'doang', 'nih', 'dasar', 'pikir', 'udah', 'bener', 'gampang', 'nyambungin', 'zenius', 'doang', 'sih', 'yg', 'ngajarin', 'kaya', 'udah', 'trial', 'bimbel', 'edtech', 'yg', 'gada', 'yg', 'ngasih', 'informasi', 'penting', 'krn', 'yg', 'ngejarnya', 'kapitalisme', 'sepenuh', 'cerah', 'orang', 'ga', 'ngerti', 'gampang', 'pengaruh', 'spending', 'money', 'platform']"
5,5/14/2022 2:47,"Kalo gabut mah aku seringnya liat tutor di zenius. Asik bgt loh penjelasannya, ga ngebosenin. Yaaa itung-itung menambah pengetahuan lah ya daripada cuma scroll-scroll ga jelas.",2,"['kalo', 'gabut', 'mah', 'liat', 'tutor', 'zenius', 'asik', 'bgt', 'loh', 'jelas', 'ga', 'ngebosenin', 'yaaa', 'itung', 'itung', 'tambah', 'tahu', 'ya', 'scroll', 'scroll', 'ga']"
5,5/17/2022 15:19,Aplikasi nya bagus banget dan materi nya lengkap,2,"['aplikasi', 'nya', 'bagus', 'banget', 'materi', 'nya', 'lengkap']"
1,8/21/2022 6:41,LEMOTT PADAHAL JARINGAN BAGUS,0,"['lemott', 'jaring', 'bagus']"
4,9/15/2022 12:24,"Kak, maaf turunin bintang 1, soalnya ini kan utbk nya cuma tps saja yang dimana terdiri dari potensi kognitif, penalaran matematika, literasi bIndo, sama literasi bIng, tapi di zenius masih tps yang dulu. Tolong secepatnya segera di update ya kak, please ðŸ™ðŸ»ðŸ™ðŸ»",0,"['kak', 'maaf', 'turunin', 'bintang', 'utbk', 'nya', 'tps', 'mana', 'potensi', 'kognitif', 'nalar', 'matematika', 'literasi', 'bindo', 'literasi', 'bing', 'zenius', 'tps', 'tolong', 'cepat', 'update', 'ya', 'kak', 'please']"
5,4/27/2022 13:28,"Suka banget materinya jelassss juga oh iya ini buat aku makin pinter dan untuk kalian boleh download apk ini,,asalkan ada duit nya:)",2,"['suka', 'banget', 'materi', 'jelassss', 'oh', 'iya', 'pinter', 'download', 'apk', 'ada', 'duit', 'nya']"
